OBJECTID,ZIPCODE,GIS_ID,WEB_URL,EPA_URL,NAME,TYPE,UNINSURED_POPULATION,MEDICAID_RECIPIENT,LABEL,ZIP_CODE_TEXT,Shape_Length,Shape_Area,POP_2000,POP_2010
77,20007,ZIP_007,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20007, ,STANDARD,130,322,20007,20007,21193.4835899648,9154531.43627817,28818,27076
78,20008,ZIP_008,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20008, ,STANDARD,153,370,20008,20008,24033.3557643434,8934434.25125655,26195,27890
79,20009,ZIP_009,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20009, ,STANDARD,2649,6628,20009,20009,12157.9505752658,3490432.51246235,46561,49464
80,20010,ZIP_010,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20010, ,STANDARD,3432,6973,20010,20010,12026.7929684537,2699151.91408893,28772,27848
81,20011,ZIP_011,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20011, ,STANDARD,4551,13380,20011,20011,25124.6410251913,14804412.3218687,57444,60810
82,20012,ZIP_012,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20012, ,STANDARD,579,1742,20012,20012,14212.1391978348,5559891.86298356,13604,13361
83,20013,ZIP_013,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20013,NATIONAL CAPITOL POST OFFICE,POST OFFICE BOX,0,4,20013,20013,102.872826573532,614.629923984504,,
84,20015,ZIP_015,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20015, ,STANDARD,70,418,20015,20015,16383.3215853484,8160505.09690391,15824,15449
85,20016,ZIP_016,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20016, ,STANDARD,125,690,20016,20016,20756.9316410684,11728771.6898002,31374,32411
86,20017,ZIP_017,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20017, ,STANDARD,536,3164,20017,20017,18703.3100525159,5682537.831841,19170,15589
87,20018,ZIP_018,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20018, ,STANDARD,945,4801,20018,20018,17763.5811978028,7657427.27100675,16991,16955
88,20019,ZIP_019,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20019, ,STANDARD,2774,23416,20019,20019,21340.5649687229,16783529.2663353,52793,54031
89,20020,ZIP_020,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20020, ,STANDARD,2523,21842,20020,20020,18569.6696683948,11983837.937678,49899,49816
90,20024,ZIP_024,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20024, ,STANDARD,442,8091,20024,20024,24991.5487655472,5938004.47910475,11795,11455
91,20026,ZIP_026,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20026,L'ENFANT PLAZA POST OFFICE,POST OFFICE BOX,0,1,20026,20026,238.161889310725,1034.79878695247,,
92,20030,ZIP_030,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20593,ANACOSTIA POST OFFICE BOX,POST OFFICE BOX,0,9,20030,20030,45.4210184975975,122.444233965033,,
93,20032,ZIP_032,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20004,,STANDARD,1899,15312,20032,20032,23583.7340093875,13284343.0308926,31688,33147
94,20572,ZIP_572,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20572,NATIONAL MEDIATION BOARD,UNIQUE,0,0,20572,20572,35.1335235302213,76.774461014501,,
95,20573,ZIP_573,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20573,FEDERAL MARITIME COMMISSION,UNIQUE,0,0,20573,20573,72.8780000060797,328.361050060917,,
96,20577,ZIP_577,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20577,INTERAMERICAN DEVELOPMENT BANK,UNIQUE,0,0,20577,20577,361.174075249205,7304.9301044156,,
97,20580,ZIP_580,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20580,FEDERAL TRADE COMMISSION,UNIQUE,0,0,20580,20580,568.622010894296,18613.8908530855,,
98,20581,ZIP_581,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20581,COMMODITY FUTURES TRADING COMMISSION,UNIQUE,0,0,20581,20581,125.892512549465,978.907716947353,,
99,20585,ZIP_585,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20585,VARIOUS FEDERAL AGENCIES,UNIQUE,0,0,20585,20585,419.646350645786,5335.37906835984,,
100,20590,ZIP_590,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20590,US DEPARTMENT OF TRANSPORTATION,UNIQUE,0,0,20590,20590,435.503758354999,11376.6474934046,,
101,20591,ZIP_591,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20591,FEDERAL AVIATION ADMINISTRATION,UNIQUE,0,0,20591,20591,764.853100285989,24606.8489749909,,
102,20593,ZIP_593,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20593,US COAST GUARD,UNIQUE,0,0,20593,20593,2972.32525361247,287276.168165807,,
103,20594,ZIP_594,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20594,FEDERAL AVIATION ADMINISTRATION,UNIQUE,0,0,20594,20594,59.1374471315902,217.077184465525,,
104,20597,ZIP_597,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20597, ,STANDARD,0,0,20597,20597,568.021160847487,18484.0300090064,,
105,20416,ZIP_416,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20416,SMALL BUSINESS ADMINISTRATION,UNIQUE,0,0,20416,20416,95.7943821755115,559.402987114344,,
106,20418,ZIP_418,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20418,NATIONAL ACADEMY OF SCIENCES,UNIQUE,0,0,2418,20418,688.416424009893,29416.5383530289,,
107,20419,ZIP_419,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20419,MERIT SYSTEMS PROTECTION BOARD,UNIQUE,0,0,20419,20419,50.3206674857965,152.62148398248,,
108,20420,ZIP_420,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20420,DEPARTMENT OF VETERANS AFFAIRS,UNIQUE,0,0,20420,20420,351.619655253287,5437.66043537825,,
109,20422,ZIP_422,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20422,VETERANS HOSPITAL,UNIQUE,0,0,20422,20422,1801.45356183615,164366.047483266,,
110,20423,ZIP_423,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20423,SURFACE TRANSPORTATION BOARD,UNIQUE,0,0,20423,20423,58.8620000034571,215.901934028067,,
111,20425,ZIP_425,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20425,U.S. COMMISSION ON CIVIL RIGHTS,UNIQUE,0,0,20425,20425,51.3719999939203,164.6564239608,,
112,20426,ZIP_426,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20426,FEDERAL REGULATORY ENERGY COMMISSION,UNIQUE,0,0,20426,20426,56.1416120875996,196.621668489962,,
113,20427,ZIP_427,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20427,FEDERAL MEDIATION & COUNSEL SERVICE,UNIQUE,0,0,20427,20427,130.836652503335,1014.07697847038,,
114,20429,ZIP_249,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20249,FEDERAL DEPOSIT INSURANCE CORPORATION,UNIQUE,0,0,20429,20429,47.3440015975259,139.77167100043,,
115,20431,ZIP_431,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20431,INTERNATIONAL MONETARY FUND,UNIQUE,0,0,20431,20431,803.319293755361,21001.7642154411,,
116,20433,ZIP_433,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20433,WORLD BANK,UNIQUE,0,0,20433,20433,1155.09482645292,24470.5431327083,,
117,20436,ZIP_436,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20436,INTERNATIONAL TRADE COMMISSION,UNIQUE,0,0,20436,20436,60.5899999961257,226.204955971033,,
118,20437,ZIP_437,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20437,UN FOOD AND AGRICULTURAL ORGANIZATION,UNIQUE,0,0,20437,20437,401.660189463424,6774.89387122756,,
119,20439,ZIP_439,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20439,UNITED STATES COURT OF APPEALS FOR THE FEDERAL CIRCUIT,UNIQUE,0,0,20439,20439,373.907667786401,7626.11663740127,,
120,20440,ZIP_440,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20440,INTERNATIONAL JOINT COMMISSION,UNIQUE,0,0,20440,20440,61.0606642822579,209.687399961448,,
121,20441,ZIP_441,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20441,INTER AMERICAN DEFENSE BOARD,UNIQUE,0,0,20441,20441,320.755990933952,5308.612448074,,
122,20442,ZIP_442,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20442,COURT OF MILITARY APPEALS,UNIQUE,0,0,20442,20442,281.206881779961,4972.52041220024,,
123,20444,ZIP_444,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20444,TENNESSEE VALLEY AUTHORITY,UNIQUE,0,0,20444,20444,37.3452181721485,86.7655320284643,,
124,20451,ZIP_451,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20451,ARMS CONTROL AND DISARMAMENT AGENCY,UNIQUE,0,0,20451,20451,514.633112088231,10910.38592682,,
125,20460,ZIP_460,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20460,ENVIROMENTAL PROTECTION AGENCY,UNIQUE,0,0,20460,20460,109.457561610267,366.770435013026,,
126,20463,ZIP_463,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20463,BUREAU OF PUBLIC DEBT,UNIQUE,0,0,20463,20463,244.468011936034,1916.0188670837,,
127,20472,ZIP_472,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20472,FEDERAL EMERGENCY MANAGEMENT AGENCY,UNIQUE,0,0,20472,20472,120.883680087539,442.21156800399,,
128,20500,ZIP_500,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20500,WHITE HOUSE,UNIQUE,0,0,20500,20500,787.242217992702,22748.4703869569,,
129,20501,ZIP_501,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20501,WHITE HOUSE,UNIQUE,0,0,20501,20501,48.7392105832839,147.031863029361,,
130,20502,ZIP_502,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20502,WHITE HOUSE PRESIDENT'S OFFICE,UNIQUE,0,0,20502,20502,43.954618694719,120.662027989124,,
131,20503,ZIP_503,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20503,OFFICE OF MANAGEMENT AND BUDGET,UNIQUE,0,0,20503,20503,405.927969093143,1634.56132530608,,
132,20505,ZIP_505,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20505,CENTRAL INTELLIGENCE AGENCY,UNIQUE,0,0,20505,20505,138.789133555181,1175.40164663929,,
133,20506,ZIP_506,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20506,EXECUTIVE OFFICE OTHER ORGANIZATIONS,UNIQUE,0,0,20506,20506,343.311264223612,4055.08445628573,,
134,20507,ZIP_507,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20507,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,UNIQUE,0,0,20507,20507,27.8954776144375,48.6278960172364,,
135,20508,ZIP_508,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20508,UNITED STATES TRADE REPRESENATIVE,UNIQUE,0,0,20508,20508,280.687586920344,2938.24245443774,,
136,20509,ZIP_509,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20509,EXECUTIVE OFFICE OF THE PRESIDENT,UNIQUE,0,0,20509,20509,562.03242918155,14228.0104143709,,
137,20510,ZIP_510,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20510,UNITED STATES SENATE,UNIQUE,0,0,20510,20510,412.496526940791,5302.56059304957,,
138,20515,ZIP_515,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20515,UNITED STATES HOUSE OF REPRESENTATIVES,UNIQUE,0,0,20515,20515,1690.13950691652,95984.1351908069,,
139,20520,ZIP_520,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20520,STATE DEPARTMENT,UNIQUE,0,0,20520,20520,1292.61159119475,47005.9864741169,,
140,20521,ZIP_521,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20521,OFFICE OF PUBLIC DIPLOMACY AND PUBLIC AFFAIRS,UNIQUE,0,0,20521,20521,200.516422181361,2523.26999752048,,
141,20522,ZIP_522,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20522,STATE DEPARTMENT,UNIQUE,0,0,20522,20522,81.5971516002299,415.509418588183,,
142,20523,ZIP_523,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20523,DEPARTMENT OF STATE INTERNATIONAL DIVISION,UNIQUE,0,0,20523,20523,87.53795022261,478.63814389261,,
143,20524,ZIP_524,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20524,PASSPORT OFFICE DC,UNIQUE,0,0,20524,20524,37.6500000059605,87.253034026118,,
144,20526,ZIP_526,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20526,PEACE CORPS,UNIQUE,0,0,20526,20526,52.4817331345132,168.35635593886,,
145,20527,ZIP_527,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20527,OVERSEAS PRIVATE INVESTMENT CORPORATION,UNIQUE,0,0,20527,20527,38.6000861801232,92.9878110067851,,
146,20528,ZIP_528,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20528,DEPARTMENT OF HOMELAND SECURITY,UNIQUE,0,0,20528,20528,1704.79520322533,134275.403562615,,
147,20529,ZIP_529,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20529,U.S CITIZENSHIP AND IMMIGRATION SERVICES,UNIQUE,0,0,20529,20529,229.731778201998,1517.3095837526,,
148,20530,ZIP_530,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20530,DEPARTMENT OF JUSTICE,UNIQUE,0,0,20530,20530,915.336633282378,28161.6628719969,,
149,20534,ZIP_534,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20534,BUREAU OF PRISONS,UNIQUE,0,0,20534,20534,404.126803468458,7465.61802600936,,
150,20535,ZIP_535,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20535,FEDERAL BUREAU OF INVESTIGATION,UNIQUE,0,0,20535,20535,1065.68732992294,35944.7820999857,,
151,20536,ZIP_536,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20536, ,STANDARD,0,0,20536,20536,573.679421240949,16040.2102178218,,
152,20540,ZIP_540,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20540,LIBRARY OF CONGRESS,UNIQUE,0,0,20540,20540,992.378395787916,34370.6038316933,,
153,20542,ZIP_542,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20542,LIBRARY OF CONGRESS - TAYLOR ST ANNEX,UNIQUE,0,0,20542,20542,301.882344571828,4830.75261194386,,
154,20543,ZIP_543,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20543,US SUPREME COURT,UNIQUE,0,0,20543,20543,823.645595613797,38052.4178070331,,
