OBJECTID,ZIPCODE,GIS_ID,WEB_URL,EPA_URL,NAME,TYPE,UNINSURED_POPULATION,MEDICAID_RECIPIENT,LABEL,ZIP_CODE_TEXT,Shape_Length,Shape_Area,POP_2000,POP_2010
155,20544,ZIP_544,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20544,ADMINSTRATION OFFICE OF THE US COURTS,UNIQUE,0,0,20544,20544,74.2708500321705,344.643975007863,,
156,20546,ZIP_546,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20546,NASA,UNIQUE,0,0,20546,20546,484.316443944818,9209.10768011916,,
157,20547,ZIP_547,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20547, ,STANDARD,0,0,20547,20547,168.620995958882,1487.77133510396,,
158,20548,ZIP_548,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20548,GENERAL ACCOUNTING OFFICE,UNIQUE,0,0,20548,20548,707.938323334496,24474.5092301226,,
159,20549,ZIP_549,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20549,SECURITIES AND EXCHANGE COMMISSION,UNIQUE,0,0,20549,20549,273.494063594794,3992.5034749817,,
160,20551,ZIP_551,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20551,FEDERAL RESERVE BOARD,UNIQUE,0,0,20551,20551,614.51933597053,23501.0224402,,
161,20552,ZIP_552,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20552,OFFICE OF THRIFT SUPERVISION,UNIQUE,0,0,20552,20552,78.799540946251,368.847569927484,,
162,20553,ZIP_553,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20553,FEDERAL AVIATION ADMINISTRATION,UNIQUE,0,0,20553,20553,65.8397177227645,270.770906511507,,
163,20554,ZIP_554,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20554,FEDERAL COMMUNICATIONS COMMISSION,UNIQUE,0,0,20554,20554,226.512879497065,3264.84911265432,,
164,20557,ZIP_557,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20557,LIBRARY OF CONGRESS,UNIQUE,0,0,20557,20557,92.0190005704452,527.067166878614,,
165,20559,ZIP_559,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20559,US COPYRIGHT OFFICE,UNIQUE,0,0,20559,20559,136.694000013173,1167.50604622415,,
166,20560,ZIP_560,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20560,SMITHSONIAN INSTITUTION,UNIQUE,0,0,20560,20560,1282.18296266569,44522.0032991162,,
167,20565,ZIP_565,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20565,NATIONAL GALLERY OF ART,UNIQUE,0,0,20565,20565,1457.94529430354,92018.982197303,,
168,20566,ZIP_566,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20566,JOHN F KENNEDY CENTER,UNIQUE,0,0,20566,20566,806.84043651777,34140.7210630872,,
169,20570,ZIP_570,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20570,NATIONAL LABOR RELATIONS BOARD,UNIQUE,0,0,20570,20570,35.2219999879599,76.5793679520644,,
170,20571,ZIP_571,http://www.usps.gov,http://maps.epa.gov/scripts/.esrimap?name=enviroMapperN&Cmd=ZoomInByZip&CmdOld=ZoomInByScalar&threshold=360.0&zoomFactor=2.0&layersCode=001&queryCode=99&fipsCode=20571,EXPORT IMPORT BANK,UNIQUE,0,0,20571,20571,260.610793516869,2646.34122715459,,
